330.613445,225.614679,331.537815,194.110092
317.672269,205.229358,307.504202,188.550459
345.403361,215.422018,344.478992,195.036697
325.991597,256.192661,324.142857,232.100917
338.008403,258.045872,338.008403,233.027523
298.260504,197.816514,303.806723,176.504587
345.403361,240.440367,347.252101,223.761468
328.764706,291.403670,326.915966,271.018349
337.084034,293.256881,338.008403,271.018349
333.386555,185.770642,333.386555,169.091743
330.685950,224.614679,331.611570,193.110092
316.801653,208.862385,309.396694,188.477064
345.495868,213.495413,344.570248,193.110092
326.057851,256.119266,324.206612,232.027523
338.090909,258.899083,338.090909,232.954128
317.727273,235.733945,314.950413,225.541284
345.495868,238.513761,347.347107,225.541284
327.909091,288.550459,326.057851,270.944954
337.165289,294.110092,337.165289,272.798165
334.388430,184.770642,330.685950,168.091743
329.705882,224.321101,331.588235,193.137615
317.470588,202.587156,304.294118,187.467890
344.764706,214.871560,343.823529,192.192661
326.882353,259.284404,323.117647,233.770642
337.235294,260.229358,337.235294,232.825688
314.647059,222.431193,292.058824,195.972477
341.000000,241.330275,346.647059,225.266055
333.470588,293.302752,331.588235,272.513761
336.294118,298.027523,337.235294,274.403670
324.058824,179.908257,341.000000,171.403670
330.685950,224.614679,331.611570,193.110092
298.289256,192.183486,309.396694,190.330275
345.495868,209.788991,344.570248,194.963303
326.983471,254.266055,325.132231,234.807339
338.090909,259.825688,338.090909,233.880734
317.727273,236.660550,313.099174,216.275229
344.570248,239.440367,347.347107,222.761468
334.388430,292.256881,329.760331,270.944954
337.165289,298.743119,338.090909,274.651376
333.462810,184.770642,334.388430,168.091743
331.705882,222.376147,332.647059,192.137615
319.470588,203.477064,306.294118,188.357798
345.823529,211.981651,344.882353,191.192661
327.000000,255.449541,325.117647,230.880734
338.294118,259.229358,338.294118,231.825688
300.647059,206.311927,288.411765,194.027523
344.882353,239.385321,347.705882,223.321101
327.000000,289.467890,326.058824,268.678899
337.352941,297.972477,338.294118,274.348624
334.529412,182.688073,336.411765,166.623853
331.622951,224.844037,333.540984,192.091743
319.155738,194.981651,299.016393,189.201835
346.967213,214.247706,346.008197,192.091743
327.786885,261.449541,325.868852,232.550459
338.336066,261.449541,338.336066,234.477064
311.483607,213.284404,290.385246,192.091743
346.967213,240.256881,348.885246,225.807339
334.500000,293.238532,331.622951,273.972477
337.377049,298.055046,338.336066,274.935780
334.500000,182.458716,336.418033,167.045872
331.663934,223.880734,333.581967,192.091743
319.196721,197.871560,299.057377,187.275229
347.967213,212.321101,346.049180,190.165138
327.827869,257.596330,325.909836,232.550459
338.377049,259.522936,338.377049,232.550459
307.688525,206.541284,289.467213,193.055046
344.131148,241.220183,348.926230,224.844037
334.540984,293.238532,327.827869,272.045872
337.418033,298.055046,338.377049,273.009174
335.500000,181.495413,337.418033,167.045872
332.561983,224.440367,334.512397,192.045872
320.859504,204.807339,307.206612,187.137615
349.140496,212.660550,347.190083,191.064220
327.685950,258.798165,325.735537,232.293578
338.413223,260.761468,339.388430,233.275229
317.933884,237.201835,315.008264,222.477064
346.214876,240.146789,350.115702,223.458716
334.512397,295.119266,328.661157,273.522936
337.438017,298.064220,337.438017,276.467890
336.462810,181.247706,336.462810,165.541284
332.586777,223.440367,333.561983,191.045872
320.884298,204.788991,307.231405,187.119266
349.165289,211.660550,346.239669,190.064220
326.735537,257.798165,325.760331,232.275229
338.438017,260.743119,339.413223,231.293578
316.983471,237.183486,315.033058,220.495413
346.239669,240.128440,349.165289,223.440367
327.710744,292.155963,326.735537,270.559633
340.388430,298.045872,338.438017,274.486239
335.512397,181.229358,337.462810,165.522936
332.000000,222.000000,334.000000,189.000000
321.000000,206.000000,309.000000,188.000000
350.000000,212.000000,346.000000,190.000000
328.000000,257.000000,326.000000,231.000000
338.000000,259.000000,339.000000,232.000000
318.000000,238.000000,316.000000,221.000000
343.000000,240.000000,350.000000,223.000000
328.000000,293.000000,327.000000,271.000000
338.000000,297.000000,338.000000,273.000000
336.000000,181.000000,334.000000,163.000000
332.975207,223.136986,335.008264,189.684932
320.776860,206.917808,309.595041,188.671233
350.256198,211.986301,346.190083,189.684932
327.892562,258.616438,325.859504,232.260274
338.057851,259.630137,340.090909,232.260274
317.727273,238.342466,315.694215,221.109589
343.140496,241.383562,350.256198,224.150685
327.892562,295.109589,326.876033,272.808219
337.041322,300.178082,337.041322,274.835616
335.008264,180.561644,338.057851,163.328767
332.873950,224.286385,332.873950,190.633803
321.319328,208.511737,308.714286,188.530516
350.731092,211.666667,346.529412,191.685446
327.621849,261.093897,325.521008,233.751174
338.126050,261.093897,339.176471,233.751174
316.067227,239.009390,316.067227,224.286385
347.579832,239.009390,349.680672,223.234742
326.571429,296.849765,326.571429,274.765258
337.075630,298.953052,337.075630,275.816901
333.924370,180.117371,336.025210,163.291080
332.950820,224.317757,332.950820,189.621495
321.409836,207.495327,306.721311,188.570093
